#                                                                            --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name           accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- ----- -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
DUF2157              PF09925.8    147 g5510.t1             -            208    0.0048   16.6   3.9   1   2   5.1e-05      0.14   11.8   0.1    61   123    40   127    32   129 0.78 Predicted membrane protein (DUF2157)
DUF2157              PF09925.8    147 g5510.t1             -            208    0.0048   16.6   3.9   2   2    0.0034       9.5    5.9   0.6    67   112   141   197   133   200 0.69 Predicted membrane protein (DUF2157)
Bac_export_2         PF01312.18   330 g5510.t1             -            208     0.025   13.7   0.8   1   1   1.2e-05     0.032   13.3   0.8    76   197    46   166     3   174 0.76 FlhB HrpN YscU SpaS Family
Arv1                 PF04161.12   209 g5510.t1             -            208     0.038   14.1   0.3   1   1   1.6e-05     0.045   13.8   0.3   119   191    91   167    11   176 0.52 Arv1-like family
EpsG                 PF14897.5    326 g5510.t1             -            208      0.29   10.3   6.0   1   1   0.00026      0.72    9.0   6.0   132   233   109   202    94   207 0.71 EpsG family
DUF2627              PF11118.7     76 g5510.t1             -            208       5.6    7.5   8.7   1   3       3.1   8.6e+03   -2.7   0.2    45    57    48    60    40    61 0.69 Protein of unknown function (DUF2627)
DUF2627              PF11118.7     76 g5510.t1             -            208       5.6    7.5   8.7   2   3       1.1     3e+03   -1.2   0.0    38    51    90   103    82   111 0.76 Protein of unknown function (DUF2627)
DUF2627              PF11118.7     76 g5510.t1             -            208       5.6    7.5   8.7   3   3   0.00012      0.35   11.4   2.0    14    63   146   199   109   202 0.76 Protein of unknown function (DUF2627)
CBM_14               PF01607.23    53 g5616.t1             -            202   1.5e-11   44.2   6.2   1   1   1.6e-15   2.6e-11   43.4   6.2     4    53    73   123    69   123 0.94 Chitin binding Peritrophin-A domain
CBM_14               PF01607.23    53 g5641.t1             -            192   4.6e-11   42.6   4.6   1   1   4.5e-15   7.5e-11   42.0   4.6     4    53    73   123    69   123 0.94 Chitin binding Peritrophin-A domain
CBM_14               PF01607.23    53 g702.t1              -            215   3.6e-10   39.7   4.2   1   1   3.8e-14   6.3e-10   39.0   4.2     5    53    74   124    66   124 0.95 Chitin binding Peritrophin-A domain
SNF2_N               PF00176.22   350 g7861.t1             -            619   4.6e-26   91.3   0.3   1   1   1.3e-29   7.4e-26   90.6   0.3    59   301   282   528   268   596 0.78 SNF2 family N-terminal domain
HARP                 PF07443.12    55 g7861.t1             -            619   8.6e-12   44.4   0.1   1   1   3.2e-15   1.8e-11   43.4   0.1     1    46   173   218   173   225 0.94 HepA-related protein (HARP)
ResIII               PF04851.14   171 g7861.t1             -            619   4.6e-08   33.1   0.1   1   4      0.71     4e+03   -2.4   0.0    85   120   186   218   174   242 0.75 Type III restriction enzyme, res subunit
ResIII               PF04851.14   171 g7861.t1             -            619   4.6e-08   33.1   0.1   2   4   9.3e-10   5.2e-06   26.5   0.0    23   170   277   412   251   413 0.80 Type III restriction enzyme, res subunit
ResIII               PF04851.14   171 g7861.t1             -            619   4.6e-08   33.1   0.1   3   4     0.033   1.9e+02    1.9   0.0    65   139   425   518   419   519 0.71 Type III restriction enzyme, res subunit
ResIII               PF04851.14   171 g7861.t1             -            619   4.6e-08   33.1   0.1   4   4       0.2   1.1e+03   -0.7   0.2    43    70   590   617   526   619 0.52 Type III restriction enzyme, res subunit
Inositol_P           PF00459.24   272 g8100.t1             -           1313     1e-37  130.1   0.0   1   1   2.9e-41   2.5e-37  128.8   0.0     8   247   470   753   452   786 0.84 Inositol monophosphatase family
MKLP1_Arf_bdg        PF16540.4    107 g8100.t1             -           1313   3.3e-28   97.8   0.0   1   1     1e-31   8.4e-28   96.5   0.0     3   105  1185  1285  1183  1287 0.90 Arf6-interacting domain of mitotic kinesin-like protein 1
Clathrin             PF00637.19   143 g8312.t1             -            886   2.5e-24   85.7   7.6   1   3      0.24   5.6e+02    0.2   0.0     6    37   436   467   432   493 0.68 Region in Clathrin and VPS
Clathrin             PF00637.19   143 g8312.t1             -            886   2.5e-24   85.7   7.6   2   3     0.008        19    5.0   0.0    14   110   512   614   502   644 0.78 Region in Clathrin and VPS
Clathrin             PF00637.19   143 g8312.t1             -            886   2.5e-24   85.7   7.6   3   3   2.3e-26   5.5e-23   81.3   2.3     3   142   654   791   652   792 0.96 Region in Clathrin and VPS
ANAPC4_WD40          PF12894.6     92 g8312.t1             -            886    0.0046   17.1   0.0   1   1   6.8e-06     0.016   15.4   0.0     9    71   117   180   112   203 0.77 Anaphase-promoting complex subunit 4 WD40 domain
Vps39_1              PF10366.8    109 g8312.t1             -            886    0.0089   16.2   7.4   1   4     0.022        53    4.1   0.0    38    81   436   475   426   491 0.73 Vacuolar sorting protein 39 domain 1
Vps39_1              PF10366.8    109 g8312.t1             -            886    0.0089   16.2   7.4   2   4      0.17     4e+02    1.2   0.1    42    68   590   616   574   635 0.81 Vacuolar sorting protein 39 domain 1
Vps39_1              PF10366.8    109 g8312.t1             -            886    0.0089   16.2   7.4   3   4      0.94   2.2e+03   -1.2   0.1    56    97   646   686   607   697 0.55 Vacuolar sorting protein 39 domain 1
Vps39_1              PF10366.8    109 g8312.t1             -            886    0.0089   16.2   7.4   4   4   6.1e-05      0.14   12.3   0.5     7    73   699   765   698   788 0.84 Vacuolar sorting protein 39 domain 1
Med25                PF11232.7    151 g8312.t1             -            886      0.01   15.8   0.2   1   2      0.11   2.6e+02    1.4   0.0   122   135   264   277   257   280 0.83 Mediator complex subunit 25 PTOV activation and synapsin 2
Med25                PF11232.7    151 g8312.t1             -            886      0.01   15.8   0.2   2   2   0.00011      0.27   11.1   0.2    31   131   688   794   680   811 0.77 Mediator complex subunit 25 PTOV activation and synapsin 2
DUF3128              PF11326.7     79 g8312.t1             -            886      0.02   15.2   0.1   1   1   2.1e-05     0.049   13.9   0.1    16    66   823   873   822   886 0.83 Protein of unknown function (DUF3128)
WD40                 PF00400.31    38 g8312.t1             -            886     0.027   15.3   0.0   1   1   5.8e-05      0.14   13.0   0.0     9    35   145   172   136   173 0.87 WD domain, G-beta repeat
TPR_12               PF13424.5     77 g8312.t1             -            886       1.5    9.0   4.5   1   5      0.33     8e+02    0.3   0.2    24    58   451   483   446   498 0.78 Tetratricopeptide repeat
TPR_12               PF13424.5     77 g8312.t1             -            886       1.5    9.0   4.5   2   5      0.68   1.6e+03   -0.7   0.0    25    41   489   505   486   508 0.86 Tetratricopeptide repeat
TPR_12               PF13424.5     77 g8312.t1             -            886       1.5    9.0   4.5   3   5     0.012        28    5.0   0.0    47    68   589   610   587   613 0.56 Tetratricopeptide repeat
TPR_12               PF13424.5     77 g8312.t1             -            886       1.5    9.0   4.5   4   5         1   2.4e+03   -1.2   0.1     3    30   630   656   628   659 0.76 Tetratricopeptide repeat
TPR_12               PF13424.5     77 g8312.t1             -            886       1.5    9.0   4.5   5   5      0.38   9.1e+02    0.2   0.0    13    25   741   753   736   756 0.63 Tetratricopeptide repeat
#
# Program:         hmmscan
# Version:         3.1b2 (February 2015)
# Pipeline mode:   SCAN
# Query file:      peptides_augustus.aa
# Target file:     /Engels/mrayko/db/pfam/Pfam-A.hmm
# Option settings: hmmscan -o peptides_augustus_hmm.out --tblout peptides_augustus_hmm_tblout.csv --domtblout peptides_augustus_hmm_domtblout.csv --pfamtblout peptides_augustus_hmm_pfamtblout.csv /Engels/mrayko/db/pfam/Pfam-A.hmm peptides_augustus.aa 
# Current dir:     /Bmo/jyakovleva/miniprojects/project4
# Date:            Wed Feb 26 13:40:29 2020
# [ok]
